Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Households,Median Income,Median House Value,Ocean Proximity
-71.1609,42.2392,26,70,26,9848,1170,7.2339,50073.08,RIVER
-71.1743,42.2293,3,11381,3535,27231,10566,5.128,482522.77,RIVER
-71.1912,42.3674,14,26616,13025,6943,1894,4.9926,489470.08,NEAR OCEAN
-70.9599,42.366,28,35025,11096,23876,2070,4.2769,250911.06,RIVER
-70.8689,42.2789,8,24143,7895,32711,12765,12.0747,497517.33,INLAND
-71.1363,42.2411,32,19161,8533,862,116,10.7716,95777.17,RIVER
-70.8736,42.3125,16,15235,6515,3413,835,13.274,457915.1,INLAND
-70.8263,42.3362,47,4541,1476,25637,5478,13.6201,167155.23,RIVER
-71.0612,42.3588,12,21102,9301,12095,934,6.5655,293254.3,RIVER
-71.0364,42.2348,48,15153,6344,19252,6153,10.6507,181757.77,ISLAND
-71.1316,42.3442,31,35141,13616,27552,8869,3.2515,483284.79,NEAR OCEAN
-70.9941,42.2534,19,37894,15946,32017,13207,4.7287,311015.07,INLAND
-71.1121,42.3005,12,21575,8219,9055,2279,5.3889,170304.15,ISLAND
-71.0025,42.2512,25,869,366,5290,324,10.1513,223612.21,NEAR OCEAN
-70.8166,42.3078,28,195,89,21710,7538,4.3878,30920.54,RIVER
-71.1528,42.3562,49,22808,8311,356,105,3.4918,81825.06,NEAR BAY
-70.9546,42.2433,35,7495,3511,576,212,5.5767,480818.31,INLAND
-70.9029,42.2819,28,33373,10235,16928,1371,2.0732,59641.48,NEAR OCEAN
-71.1287,42.2336,2,10837,3277,13767,308,6.6433,470093.88,NEAR BAY
-70.912,42.3688,36,24525,8519,30190,5871,13.8954,91652.43,NEAR BAY
-70.9509,42.3086,18,2553,1238,20235,9953,9.5269,41708.28,INLAND
-71.1231,42.3937,51,26504,11774,8985,2820,1.6614,294193.0,NEAR OCEAN
-70.9323,42.2478,36,10463,4757,14013,6798,14.6694,446072.9,INLAND
-70.8663,42.2963,38,24441,11066,7902,49,7.5874,280846.16,INLAND
-70.8989,42.3792,37,16473,7025,28289,4345,10.3196,478427.05,INLAND
-71.144,42.2669,25,8110,3887,30703,11365,6.7162,364998.55,ISLAND
-70.8726,42.2575,15,34531,13484,24941,11359,11.4638,328248.21,RIVER
-70.931,42.3915,37,27605,13307,21535,925,7.8353,343714.63,ISLAND
-70.8293,42.2669,39,22082,7812,32867,10950,6.221,78329.68,NEAR BAY
-71.0325,42.243,2,33161,10842,2717,1338,1.8311,384953.02,ISLAND
-71.0068,42.2664,20,13606,5240,13608,3485,0.7822,92441.41,INLAND
-70.8584,42.2557,51,22169,8780,27715,1375,11.1334,373172.53,ISLAND
-71.0786,42.3666,44,14550,4483,35173,2794,10.2385,186474.08,NEAR BAY
-71.1017,42.3115,29,15888,6632,33061,6997,3.7545,201623.64,ISLAND
-70.8835,42.2586,5,7709,2368,3333,1583,14.5017,362096.03,NEAR OCEAN
-70.9496,42.3398,11,17655,8730,26390,4529,4.8005,115364.93,NEAR OCEAN
-70.8839,42.2741,45,8216,3884,28249,12991,5.33,261871.23,NEAR BAY
-71.1019,42.2329,28,3813,1789,9660,3511,3.1956,362022.67,NEAR BAY
-70.9208,42.2844,39,10085,4268,8081,3542,12.4223,290194.25,NEAR BAY
-71.0753,42.3372,22,11939,5219,25606,12185,4.2938,233529.86,RIVER
-70.8233,42.379,30,31953,9864,10720,3119,1.1589,352105.93,INLAND
-71.1163,42.3933,5,30618,13256,13422,1291,12.3244,277729.43,NEAR BAY
-71.0258,42.372,33,31840,10292,14434,6959,6.3814,462847.77,NEAR OCEAN
-71.059,42.3213,28,23749,8370,32504,6733,9.6356,164657.01,INLAND
-71.0507,42.3031,20,22237,7191,7662,3458,10.0675,109738.6,NEAR BAY
-71.019,42.2978,5,39231,16229,18896,5346,8.4187,119383.83,RIVER
-71.1516,42.2765,42,14731,5786,12767,2940,2.263,313062.5,ISLAND
-71.1733,42.3568,18,16962,6240,645,108,11.0872,209682.61,NEAR BAY
-71.1379,42.3926,13,22835,9158,19325,5248,11.4883,241129.43,NEAR BAY
-71.1339,42.2373,7,25634,8759,6568,2370,4.1072,197009.37,ISLAND
-71.1571,42.2741,8,5009,1776,7056,1156,3.8698,44681.4,RIVER
-70.8434,42.374,6,37874,16256,11022,3797,13.0176,221766.92,ISLAND
-70.897,42.3788,47,26524,8318,560,262,13.8989,365583.75,RIVER
-71.0201,42.3936,26,15602,5003,25717,1180,14.9659,371964.17,RIVER
-70.8795,42.26,32,38275,12670,9783,1886,13.4649,68149.03,NEAR BAY
-71.0917,42.2617,43,15964,4884,4958,1536,13.6229,33560.94,ISLAND
-71.0743,42.3322,9,33944,10236,5702,114,3.6112,78841.28,NEAR BAY
-71.0109,42.23,47,14232,6002,5146,1890,0.9581,233385.93,NEAR BAY
-70.8126,42.3437,38,29102,12004,468,156,14.7576,407540.34,NEAR BAY
-70.9904,42.3852,5,5240,1704,11517,50,7.5904,27679.39,NEAR OCEAN
-70.9314,42.2559,10,30808,10256,10010,702,7.1181,320143.79,INLAND
-70.9369,42.3733,19,26996,8486,2792,213,9.1674,366303.49,ISLAND
-70.9429,42.2768,31,3830,1678,1237,50,3.8336,201692.86,INLAND
-71.0947,42.266,49,24823,8479,17714,6374,7.0005,60102.07,NEAR BAY
-71.1782,42.3313,11,603,228,24163,8999,8.5404,190623.57,INLAND
-70.869,42.3539,45,29856,13765,18777,5234,5.7073,337915.77,NEAR BAY
-70.9838,42.3955,29,9204,3775,22809,2155,9.2503,359669.93,NEAR OCEAN
-71.0075,42.3284,49,39048,13310,2331,376,9.5138,370373.35,ISLAND
-71.0875,42.3257,19,18757,8101,6897,202,2.0126,385221.01,INLAND
-70.9082,42.2698,15,37452,16952,23895,10394,7.2659,317604.67,RIVER
-70.9022,42.3018,50,5426,2236,11443,4457,8.3462,139738.38,ISLAND
-71.0402,42.3559,9,4353,1780,28488,7846,6.7798,20467.34,NEAR OCEAN
-71.0604,42.3308,32,33457,12874,31932,9123,14.3721,411778.14,NEAR OCEAN
-70.8242,42.3664,4,12806,4456,12767,3303,5.5688,212132.67,NEAR OCEAN
-71.0463,42.2599,19,9736,3253,34669,12288,14.7293,47865.09,INLAND
-71.0902,42.3106,35,31293,14364,2959,1088,8.1052,460570.91,ISLAND
-71.1749,42.3918,7,20748,6271,35582,10342,3.2516,262692.08,INLAND
-70.8981,42.3283,5,4973,2222,1489,106,9.4112,230444.22,INLAND
-70.8712,42.2866,38,25901,9984,33662,8102,13.9931,236663.87,NEAR BAY
-70.8585,42.3072,11,26218,9070,31722,3267,2.5534,212215.41,NEAR OCEAN
-70.9188,42.2426,9,13793,4195,28559,13292,8.507,214089.3,NEAR OCEAN
-71.0731,42.2348,52,15767,4928,30633,13194,2.3455,150307.91,ISLAND
-70.9594,42.3971,48,27052,11523,35066,3806,1.9501,248794.54,NEAR BAY
-71.0817,42.2352,38,15400,4980,28096,7480,12.7249,451184.46,NEAR OCEAN
-71.0004,42.3849,12,16458,6957,35449,3419,8.2547,430982.15,ISLAND
-70.9708,42.3347,18,6186,2267,7824,1162,13.3711,253277.63,ISLAND
-70.8958,42.377,43,30623,13470,30631,3651,10.5807,425837.32,NEAR OCEAN
-70.8674,42.2688,18,39305,17916,27786,1792,9.1602,401166.53,INLAND
-70.9769,42.228,3,33568,10150,23951,10410,13.8088,30644.03,ISLAND
-71.0979,42.2586,31,3735,1802,20611,8074,10.0285,487310.67,ISLAND
-71.1772,42.3637,43,8116,3759,26366,5842,11.7289,40450.41,NEAR BAY
-71.1037,42.2635,1,6440,2651,10799,5085,13.5706,246216.92,INLAND
-71.0845,42.3798,17,17406,5807,7064,2030,12.1919,472791.03,NEAR BAY
-71.1449,42.3271,23,22682,8272,15653,2741,8.7947,282200.54,INLAND
-71.081,42.2532,38,17229,8053,26543,9214,5.8993,369844.62,ISLAND
-71.1832,42.357,15,25879,11199,17345,1938,5.1162,273252.26,RIVER
-70.8935,42.335,50,5965,2957,25103,8593,3.8486,122251.2,RIVER
-70.9262,42.2879,21,27100,10445,3334,1057,12.4437,217369.08,INLAND
-71.0227,42.3187,3,37751,18001,8378,790,11.2961,212480.36,RIVER
-70.8196,42.3146,33,30406,10168,7892,1730,12.1526,292026.13,NEAR OCEAN
-71.1178,42.3631,51,23846,7601,2253,37,10.2891,59819.92,NEAR OCEAN
-70.9066,42.3213,18,32460,11476,13697,2283,9.7413,420882.43,ISLAND
-71.0336,42.3821,14,6402,2114,32042,15387,6.5961,332874.09,RIVER
-71.0655,42.3167,41,467,190,11475,1670,6.6296,371106.34,ISLAND
-71.0815,42.3435,47,7954,3710,12089,6001,13.6355,412548.43,NEAR BAY
-70.8301,42.3122,18,8260,3942,1286,410,14.3426,111222.82,NEAR OCEAN
-70.8384,42.368,47,21841,10515,2981,12,8.9674,397860.98,INLAND
-71.1065,42.2965,33,22430,8154,18239,6573,9.4365,250651.92,RIVER
-71.1854,42.2626,14,24868,11514,14111,3325,4.7103,466732.89,INLAND
-71.0008,42.3619,35,16154,5436,16089,247,0.6591,430118.96,INLAND
-70.9944,42.3353,3,31683,11724,29679,5547,12.2043,99759.69,NEAR OCEAN
-71.099,42.3708,37,14485,4730,20183,2002,3.6011,252882.61,NEAR BAY
-70.9798,42.3125,5,29795,10317,35550,4438,0.8902,279313.57,INLAND
-70.9714,42.3575,4,21445,7422,30606,3999,5.7911,390120.47,NEAR BAY
-71.0627,42.3156,48,14180,5224,11699,972,9.798,435130.82,ISLAND
-70.9987,42.2766,24,32467,11096,27048,1294,0.5169,47567.64,INLAND
-71.0414,42.2678,9,24433,7363,24447,12180,5.6274,169712.44,INLAND
-70.9815,42.2876,6,14172,4775,4244,1480,0.8958,36822.97,NEAR OCEAN
-70.8634,42.3407,51,2136,740,2305,837,4.616,400938.24,NEAR BAY
-71.0082,42.3567,30,27969,9824,18896,7259,6.5884,239731.56,RIVER
-71.157,42.2896,27,11611,4741,30320,13916,4.6877,326704.06,NEAR BAY
-70.9626,42.3747,29,16462,6074,15437,5771,0.8371,490055.64,INLAND
-71.0137,42.3391,12,10072,3721,22565,1700,6.5787,146501.51,ISLAND
-71.1392,42.3504,2,5596,1765,8893,2088,1.1807,254783.51,ISLAND
-70.9392,42.2853,11,17470,6527,5368,1124,5.5069,444474.24,RIVER
-71.0499,42.2704,7,18948,9425,22798,9483,6.6546,212504.19,NEAR BAY
-71.1544,42.3654,11,35213,13586,23977,3270,10.0589,130019.53,NEAR OCEAN
-70.8398,42.2985,4,6281,1928,11041,5072,10.4187,205671.79,INLAND
-71.0522,42.3226,15,11060,5004,1823,317,14.2413,211067.27,NEAR OCEAN
-71.1308,42.3579,4,29252,9383,12393,5029,6.4388,368047.03,RIVER
-71.063,42.3086,44,13276,4973,9461,210,5.0453,243241.72,ISLAND
-70.93,42.3733,21,882,361,24563,4101,14.8909,295953.24,ISLAND
-70.8179,42.2871,9,16488,4999,5584,874,1.7063,365906.63,INLAND
-70.882,42.3682,36,38531,17557,394,40,14.9583,334752.37,NEAR BAY
-70.9119,42.39,47,14215,4548,31508,6629,3.9139,67856.36,NEAR BAY
-71.1237,42.2588,18,8597,2772,3817,1427,1.3442,261952.48,INLAND
-70.8479,42.3045,31,22191,7057,1811,287,9.902,26191.95,RIVER
-70.8564,42.2918,19,23193,9926,4231,236,13.8081,25119.27,ISLAND
-71.0956,42.2725,19,25772,8992,21322,417,13.5273,336428.95,NEAR BAY
-71.0848,42.3378,22,20765,8942,8948,1230,2.5289,100919.8,NEAR BAY
-71.0773,42.2758,4,35108,12798,15365,354,7.0987,149238.67,INLAND
-70.9172,42.2305,20,6464,2815,6279,2956,0.5249,231537.3,NEAR OCEAN
-70.8523,42.3081,29,26784,11404,12926,6181,5.8332,243597.34,NEAR OCEAN
-71.1121,42.3148,42,30696,10346,29786,13146,7.6676,279211.43,ISLAND
-70.8516,42.2995,39,7642,3294,2605,684,1.0865,360253.18,NEAR BAY
-70.888,42.3137,50,38523,12255,34934,10090,0.9845,270630.54,NEAR OCEAN
-70.9882,42.3239,44,11634,4481,3136,1562,5.3025,34547.61,ISLAND
-71.0777,42.3782,22,31548,14018,26019,9307,13.2866,93212.84,NEAR OCEAN
-71.0697,42.2871,15,31151,13814,31885,2943,11.4922,498693.11,NEAR BAY
-71.0665,42.2963,28,15176,6462,14413,4523,11.6141,471553.99,NEAR OCEAN
-71.149,42.2686,11,621,191,892,56,1.7853,468132.07,ISLAND
-71.0264,42.3839,6,25618,12653,22182,3101,6.3465,219920.0,ISLAND
-71.1722,42.2302,8,17976,7556,12002,5342,9.4436,139917.08,NEAR BAY
-70.9994,42.3711,15,23457,9123,19351,1634,6.228,185138.89,NEAR BAY
-71.168,42.3027,1,30165,10563,8800,2297,9.5743,454363.28,RIVER
-71.013,42.3173,24,5783,2868,2617,615,1.1939,288208.1,NEAR OCEAN
-71.1737,42.2544,35,3215,1498,30152,1494,7.5483,467606.41,INLAND
-70.8458,42.2503,44,6220,2850,27827,2456,4.7905,313615.42,ISLAND
-71.1765,42.3551,50,35817,15496,17858,5688,1.5106,155335.91,NEAR BAY
-70.9341,42.3496,38,24499,11889,21826,2652,7.2088,33574.27,ISLAND
-70.9064,42.3183,1,30033,12812,982,399,11.3428,40539.52,NEAR BAY
-70.94,42.2512,47,19700,8148,17052,6571,13.2803,476603.16,RIVER
-70.9195,42.3929,26,37545,12422,2165,15,1.0824,392165.84,INLAND
-70.868,42.2863,9,20902,9824,6355,700,6.1037,166571.55,RIVER
-71.0507,42.313,5,24128,11643,5915,1470,6.7024,439655.79,ISLAND
-70.9149,42.389,16,30772,9781,33858,15970,4.0297,84271.97,NEAR BAY
-71.0904,42.3912,42,7022,2907,27544,8709,7.481,256244.37,INLAND
-71.1026,42.3665,13,30986,10630,33893,11,8.2582,30995.76,NEAR BAY
-70.8875,42.2601,50,5025,1956,8729,155,11.9658,397104.33,NEAR OCEAN
-70.862,42.3717,3,11452,3971,1333,523,13.0283,98362.24,INLAND
-70.9503,42.2785,17,12640,4549,5854,99,5.197,137702.28,NEAR OCEAN
-70.8183,42.2724,20,14608,4777,3368,612,1.7605,60732.54,INLAND
-71.1588,42.3366,50,11219,5346,551,3,9.6886,117874.63,NEAR BAY
-70.9868,42.2558,2,6189,1910,2859,944,12.7638,292570.04,RIVER
-70.925,42.3034,2,13822,5391,28004,9178,4.7397,356920.73,NEAR OCEAN
-71.1855,42.2317,25,33504,16030,12823,4087,8.8783,456655.7,NEAR OCEAN
-71.0532,42.3018,6,2362,900,27299,6290,4.712,421098.13,NEAR BAY
-71.0916,42.3824,42,16554,7688,12200,3254,9.5243,215235.42,NEAR BAY
-70.9951,42.319,19,2982,995,19911,375,12.0844,419550.04,ISLAND
-71.1281,42.3512,21,36186,17485,22825,11360,10.535,179226.7,RIVER
-70.8416,42.3522,16,21689,8163,35022,14623,4.6517,379577.01,ISLAND
-70.9743,42.3252,52,37065,12325,3815,736,12.7498,30589.78,INLAND
-71.0836,42.2449,32,10063,3263,30150,12322,3.3477,21184.32,RIVER
-71.0149,42.3343,27,27820,13301,29498,1866,2.2421,159362.61,NEAR OCEAN
-70.9071,42.3571,3,34293,12051,34386,14734,10.6333,38520.74,NEAR BAY
-70.8519,42.3793,22,31884,10671,19858,4484,6.3522,285671.38,RIVER
-71.0784,42.2533,38,29618,10453,30756,511,2.3597,96172.28,INLAND
-71.0738,42.3743,52,1699,605,18005,3221,6.5803,220762.02,INLAND
-70.9905,42.2379,32,32003,10147,26099,1857,0.7478,468782.48,RIVER
-71.032,42.3068,34,33436,10691,9587,461,9.281,457375.35,RIVER
-70.8387,42.3739,9,36625,14109,1158,12,0.7372,122525.2,INLAND
-71.1329,42.2871,23,14484,5265,15817,4457,0.9963,307065.12,NEAR BAY
-70.9301,42.3961,38,30672,14139,28636,10193,12.7559,366898.16,ISLAND
-71.1799,42.2468,6,21476,6878,4066,1279,13.9118,323049.44,ISLAND
-70.9432,42.376,15,20156,7229,25460,4199,3.3707,263220.8,ISLAND
-70.9551,42.2461,15,35658,15373,17445,8492,13.7356,133972.83,RIVER
-71.1642,42.2838,26,26293,9214,4095,1979,14.8117,319239.98,RIVER
-70.8735,42.2419,4,321,114,5600,1172,9.5978,19779.16,ISLAND
-71.0081,42.3585,23,24658,9550,10309,5021,5.495,178377.74,NEAR BAY
-71.0589,42.3402,15,1665,507,3684,173,7.0143,175301.25,NEAR OCEAN
-71.0415,42.2361,44,22306,8987,31371,3400,9.0089,410805.02,ISLAND
-70.979,42.3095,10,33890,13725,33508,7996,14.8794,323125.86,ISLAND
-70.884,42.389,14,25655,12575,17888,4396,3.2965,354727.01,ISLAND
-70.9664,42.2511,52,25565,11214,20611,776,0.5928,427713.44,NEAR OCEAN
-71.1552,42.3319,52,6092,2745,3698,150,9.2945,104896.17,INLAND
-70.8098,42.3576,48,28000,13496,17939,7035,11.5246,456903.61,INLAND
-70.8438,42.2742,16,15417,7582,660,67,2.0217,396787.51,ISLAND
-71.0138,42.3717,13,35007,13303,2463,877,7.561,320849.4,NEAR OCEAN
-70.9777,42.287,19,26780,12584,6960,299,5.6619,381989.63,NEAR BAY
-71.0412,42.2539,2,9560,3483,6227,795,4.1516,279311.74,RIVER
-71.1006,42.3079,20,4453,2043,28194,9179,13.786,205451.35,INLAND
-70.965,42.384,30,3941,1607,18276,7058,8.4641,107298.59,NEAR OCEAN
-71.1515,42.3615,24,26249,7924,27471,5561,9.5189,397044.9,NEAR OCEAN
-70.9836,42.3228,47,11339,5604,15839,3251,5.117,494057.69,NEAR OCEAN
-71.1351,42.2739,46,38181,15063,26100,12698,6.9474,332858.88,RIVER
-71.1377,42.3122,10,34499,10978,9335,4519,3.5062,41559.03,RIVER
-71.0374,42.3012,3,950,347,11811,1011,0.6473,298961.47,INLAND
-71.1098,42.3735,2,10720,3718,30650,9242,1.8119,261367.14,NEAR OCEAN
-70.8131,42.368,21,35358,16325,10400,773,4.3788,263985.95,ISLAND
-70.8683,42.2537,36,19409,9558,1202,397,13.2069,331700.7,NEAR BAY
-70.9271,42.3623,51,7371,2258,6646,1272,8.3116,327875.5,RIVER
-70.9954,42.2638,4,34397,12122,20016,7623,9.5384,69287.29,INLAND
-70.9497,42.2742,39,20226,7140,29488,11748,2.6402,355370.81,ISLAND
-70.9396,42.3343,52,35610,17417,21067,9401,12.159,469667.63,NEAR BAY
-71.1318,42.3041,22,38743,16864,29352,3802,1.5279,367629.47,RIVER
-70.9108,42.2618,21,901,329,14357,22,12.1998,366296.6,NEAR BAY
-70.8745,42.2855,14,21384,10530,22142,193,11.0764,209395.94,NEAR OCEAN
-70.9798,42.3274,16,32702,11265,34641,4494,10.5148,200490.85,INLAND
-70.8859,42.2751,51,32244,15039,1646,811,12.3566,97578.81,ISLAND
-70.984,42.2703,50,12648,4357,34195,15801,5.0555,395189.72,RIVER
-70.8771,42.3565,40,22737,11346,11068,4161,4.9695,384395.54,INLAND
-70.8409,42.303,11,29879,10678,2445,561,7.1805,478719.47,NEAR BAY
-71.0486,42.3738,4,2859,1336,12722,4249,8.1776,378288.82,NEAR BAY
-70.9944,42.3241,13,1625,570,7956,681,8.302,55508.17,RIVER
-70.8497,42.3417,24,3821,1730,24431,2120,4.3261,487961.25,NEAR BAY
-71.1377,42.3816,19,19179,7269,31984,12314,3.4084,403676.56,RIVER
-70.8393,42.2503,2,25995,9617,6619,2650,11.7606,113844.08,ISLAND
-70.9704,42.3945,45,3052,945,33737,15703,5.1669,189745.55,ISLAND
-70.8855,42.2949,3,27298,10163,19483,4783,10.9649,194943.19,RIVER
-70.8469,42.2603,48,6029,2735,26538,5262,3.995,379472.97,NEAR OCEAN
-70.9745,42.3136,24,333,135,4833,959,8.5864,316827.31,NEAR BAY
-70.9573,42.3428,9,34908,12131,6696,2601,12.349,454530.63,NEAR BAY
-71.0992,42.3442,19,30910,14033,6789,1935,4.8439,262332.95,INLAND
-71.0305,42.3032,44,15638,7544,15727,458,5.4068,403561.23,INLAND
-71.0054,42.2901,30,13549,6578,25737,3239,2.8757,309749.03,ISLAND
-71.0745,42.3858,33,19731,8820,23828,6672,8.2127,124172.78,RIVER
-70.9431,42.3527,19,4674,1483,926,322,12.4668,222681.33,NEAR BAY
-70.8957,42.3531,26,28052,10834,21747,3592,1.9541,155451.1,NEAR OCEAN
-71.063,42.2975,32,30105,13078,6308,2062,5.1423,164089.2,INLAND
-70.9989,42.3796,31,27737,12348,7243,581,12.2195,259542.79,NEAR OCEAN
-70.9877,42.2839,47,23392,7560,18790,8040,13.9831,85104.19,INLAND
-71.0016,42.2398,21,31107,14717,15672,4132,2.2146,393019.88,NEAR BAY
-70.8263,42.3832,39,2205,663,20132,7316,8.0029,126778.34,RIVER
-70.8521,42.3917,23,36744,17319,13936,68,7.9363,432419.95,NEAR BAY
-71.1068,42.2375,23,19142,8557,7362,3003,10.6369,455921.42,INLAND
-70.8749,42.2451,27,28207,9236,15143,4374,3.8599,495823.0,ISLAND
-71.0577,42.3925,46,27793,10550,4315,1782,0.8723,435018.91,RIVER
-71.0482,42.2671,30,31654,13946,9010,3314,8.8832,152794.13,ISLAND
-71.1035,42.3624,25,12130,4735,4639,720,14.3733,339383.12,ISLAND
-71.1377,42.3375,38,21158,8654,34582,7253,10.8915,40095.7,INLAND
-70.8111,42.2547,31,26419,9022,26394,3346,7.5262,282396.5,NEAR OCEAN
-71.1347,42.2838,42,38542,16908,12131,2769,8.9455,201674.61,ISLAND
-71.1398,42.2934,22,34135,11476,17777,7627,13.61,260766.19,INLAND
-71.1211,42.2956,9,24431,12007,35191,14148,0.6486,206792.96,INLAND
-70.9659,42.379,45,26417,9232,27410,4243,3.1875,498828.2,ISLAND
-71.1621,42.3158,10,9404,3674,17347,1717,9.5535,278852.73,INLAND
-70.8879,42.299,15,27668,11167,24107,10291,14.6957,267303.12,ISLAND
-71.0607,42.3512,25,8880,3722,33971,8668,14.7974,125907.0,NEAR OCEAN
-70.8984,42.3603,37,19108,8235,33232,1416,4.9762,455216.7,RIVER
-71.1567,42.3082,13,17444,7988,16883,481,2.6319,388480.1,ISLAND
-70.9867,42.371,10,28131,12977,17724,3758,6.3582,301446.15,NEAR BAY
-71.0136,42.3694,40,6450,2369,20741,9657,3.7677,28954.32,INLAND
-71.0835,42.3112,23,13305,4865,33474,8268,13.2578,328527.15,INLAND
-70.8847,42.3779,45,18580,7852,737,352,0.9054,458153.72,NEAR BAY
-70.8116,42.384,44,25446,7915,33276,10587,12.0999,210477.9,ISLAND
-71.117,42.335,27,17011,7591,47,17,1.3146,440351.17,ISLAND
-71.0078,42.3271,44,12076,3629,19665,7250,6.2081,442014.15,NEAR BAY
-71.1792,42.2886,40,33210,11918,8912,479,13.8974,137071.92,INLAND
-70.9087,42.301,11,2427,1146,24525,189,7.7636,162848.12,NEAR OCEAN
-70.9468,42.2957,25,6416,2541,31924,12651,14.3473,493034.55,ISLAND
-71.0013,42.2673,8,13720,6303,6157,3001,12.2934,421951.25,RIVER
-70.8203,42.2711,25,9365,3450,17834,8335,6.652,174911.59,NEAR BAY
-70.8891,42.2695,21,35721,14473,31903,11215,11.5161,228546.36,NEAR OCEAN
-71.0276,42.3246,39,26395,12084,7517,1210,7.1994,308463.46,ISLAND
-70.9297,42.2831,21,38202,15997,9591,2965,9.9484,224879.41,RIVER
-71.0975,42.294,15,27346,10711,4918,853,5.9161,299868.66,NEAR OCEAN
-70.9353,42.3503,45,24967,8886,4673,1172,4.1649,141298.66,INLAND
-71.1462,42.2463,13,5306,2442,17928,1914,7.2432,244629.19,ISLAND
-71.1307,42.3958,9,19323,6458,22325,6437,2.3016,232787.77,NEAR BAY
-70.8185,42.3736,45,26873,12039,7393,2458,5.6792,124506.18,INLAND
-70.9971,42.2752,13,5303,1639,16507,6277,6.9802,196493.18,NEAR OCEAN
-71.1547,42.2883,25,2381,1145,26270,1085,6.2616,493078.76,INLAND
-71.005,42.293,3,13582,5509,26683,11493,10.0207,55312.39,ISLAND
-70.9668,42.3394,8,5511,1863,3754,1712,12.303,437420.72,NEAR OCEAN
-70.9289,42.3911,15,36029,16351,24611,2930,13.3566,472783.98,RIVER
-70.9877,42.3685,16,23873,7173,2646,528,14.6719,446689.26,RIVER
-70.9592,42.3957,46,1334,454,15866,584,6.3512,287860.56,INLAND
-70.9874,42.2331,32,7348,3333,22880,5090,13.3561,346254.14,NEAR OCEAN
-71.0452,42.393,13,11143,4811,11666,4214,13.3553,263561.28,RIVER
-71.0072,42.3213,14,18384,8149,33355,10185,5.405,455388.27,NEAR BAY
-70.9804,42.2877,16,3981,1479,19293,5338,7.2266,378825.79,ISLAND
-71.0093,42.2695,16,14264,4704,14941,1564,9.9073,94345.18,INLAND
-70.8977,42.2692,36,7781,2624,14237,3193,2.4065,411117.98,INLAND
-71.0746,42.3808,45,27447,8939,31933,15768,5.2532,303312.73,RIVER
-71.0571,42.303,8,33522,15423,5355,2638,8.2741,294072.85,NEAR BAY
-71.0137,42.229,51,37802,13809,2336,822,13.0976,135620.29,NEAR BAY
-70.9001,42.2479,52,19653,9188,16979,5358,0.7913,498971.39,NEAR OCEAN
-70.8096,42.2841,6,16023,7726,1896,597,1.4047,357820.51,NEAR OCEAN
-71.0452,42.3424,46,15070,4640,9874,66,11.3941,404225.09,NEAR BAY
-71.0958,42.3924,1,18534,6826,25418,5691,14.9769,492153.03,INLAND
-70.8257,42.3756,2,11771,4089,17806,700,4.8379,18134.42,INLAND
-70.8846,42.3027,6,32317,14078,26355,507,3.5582,73242.85,RIVER
-71.1595,42.3626,34,28949,9882,26652,1470,4.8845,109189.64,INLAND
-71.1875,42.294,22,21275,6746,5144,1641,13.1209,341784.13,RIVER
-70.8817,42.2831,22,23989,9738,25374,4768,3.9017,256245.04,RIVER
-70.9226,42.2933,43,5812,2402,4124,1441,2.0439,28472.73,NEAR BAY
-71.0719,42.2796,51,27445,12811,10574,1260,4.6719,320115.88,ISLAND
-70.8818,42.3621,49,34031,14495,11635,773,10.1202,179544.77,NEAR BAY
-71.1836,42.2679,34,34354,14078,467,26,12.962,458101.23,ISLAND
-71.0268,42.3118,32,27110,11354,29975,14221,4.6373,492967.8,NEAR BAY
-70.8772,42.384,40,3226,1343,13516,6291,9.2685,493899.89,INLAND
-70.8459,42.39,46,28737,12540,24751,12329,10.49,129615.45,INLAND
-71.1857,42.318,33,19318,5838,10792,3914,14.4085,47726.44,RIVER
-70.9816,42.3891,26,12683,4527,24182,9288,8.8851,395546.85,RIVER
-70.9313,42.3734,17,19615,9392,29763,10259,5.8175,309120.09,INLAND
-70.9581,42.2557,13,9792,3643,160,18,7.2995,370821.25,NEAR BAY
-71.1602,42.3209,17,257,101,659,107,6.4543,451993.56,INLAND
-71.0028,42.3119,32,1766,584,27038,5705,4.1519,115147.74,NEAR OCEAN
-70.9951,42.3199,52,32748,15709,33317,1104,13.3597,73319.37,INLAND
-70.8437,42.2388,31,26421,11376,34357,11653,4.0283,212373.59,NEAR OCEAN
-71.0047,42.3347,11,13343,4844,20714,2042,3.2947,397437.51,INLAND
-71.0827,42.3064,35,21019,6654,20279,3953,2.5576,111395.69,ISLAND
-71.1434,42.2362,16,550,261,224,86,9.561,276681.67,NEAR BAY
-71.0936,42.2888,33,17685,6667,9956,4289,10.2727,132637.43,RIVER
-70.8136,42.2339,18,13354,4378,20985,146,3.4354,406261.49,NEAR OCEAN
-71.0525,42.3187,52,8594,3096,8066,865,14.7334,446255.69,RIVER
-71.0835,42.3284,26,38093,12884,27416,10895,8.2063,395838.95,RIVER
-71.1072,42.2756,18,25171,12146,15791,2271,1.9296,144388.64,ISLAND
-71.0164,42.2338,20,35990,14727,6245,1992,14.0257,18074.19,NEAR OCEAN
